ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_007150,2025-05-29T07:42:50,CUST_08487,enterprise,email,billing,performance,low,resolved,gold,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,27.1,0,negative,2,0,android,LATAM
TCKT_007151,2022-10-23T07:37:13,CUST_06975,non_profit,web_form,notifications,feature_request,low,closed_no_action,standard,Can you add an option to customize notifications?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,145.1,0,very_positive,5,0,api_client,APAC
TCKT_007152,2025-02-26T08:30:21,CUST_04357,non_profit,web_form,billing,account_access,high,closed_no_action,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,44.42,0,neutral,4,0,ios,NA
TCKT_007153,2024-07-25T21:23:58,CUST_02989,education,in_app,data_export,how_to,medium,resolved,gold,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,9.42,0,neutral,0,0,android,NA
TCKT_007154,2025-10-08T00:58:54,CUST_01564,education,web_form,data_export,how_to,low,in_progress,standard,I need help setting up data export for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,web,NA
TCKT_007155,2024-10-11T21:03:52,CUST_02413,education,in_app,billing,account_access,low,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,desktop_app,APAC
TCKT_007156,2025-04-04T21:39:55,CUST_06209,non_profit,web_form,login_auth,billing_problem,medium,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,36.35,0,negative,2,0,desktop_app,LATAM
TCKT_007157,2025-07-30T16:20:30,CUST_04477,education,email,data_export,bug,high,resolved,platinum,I am seeing an error message when I click on data export.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,20.03,0,neutral,0,0,ios,NA
TCKT_007158,2023-12-17T09:47:39,CUST_03179,education,email,mobile_app,bug,low,open,standard,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,desktop_app,LATAM
TCKT_007159,2022-01-31T05:16:22,CUST_06359,individual,email,data_export,other,high,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,web,MEA
TCKT_007160,2025-05-27T15:17:58,CUST_02793,individual,email,analytics_dashboard,other,high,closed_no_action,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,187.83,0,neutral,0,0,ios,EU
TCKT_007161,2022-04-10T21:31:05,CUST_06399,non_profit,phone_transcript,mobile_app,performance,low,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,desktop_app,NA
TCKT_007162,2022-12-24T12:17:34,CUST_09786,non_profit,web_form,analytics_dashboard,other,medium,in_progress,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,desktop_app,LATAM
TCKT_007163,2022-10-21T00:56:21,CUST_02678,education,chat,data_export,how_to,low,in_progress,standard,Can you explain how to configure data export properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,android,EU
TCKT_007164,2025-04-15T17:33:44,CUST_04532,non_profit,chat,mobile_app,how_to,low,in_progress,standard,I need help setting up mobile app for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,android,NA
TCKT_007165,2022-03-29T09:11:46,CUST_00388,non_profit,chat,billing,performance,high,resolved,standard,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,7.17,0,negative,2,1,desktop_app,EU
TCKT_007166,2025-07-04T10:16:28,CUST_04140,enterprise,in_app,analytics_dashboard,billing_problem,medium,open,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,0,desktop_app,LATAM
TCKT_007167,2023-03-03T18:39:58,CUST_09515,enterprise,email,api_integration,how_to,low,resolved,standard,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,43.36,0,neutral,4,0,web,APAC
TCKT_007168,2025-03-20T20:47:55,CUST_00136,non_profit,in_app,notifications,account_access,high,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,13.27,0,neutral,4,0,desktop_app,LATAM
TCKT_007169,2025-03-15T11:06:05,CUST_07297,non_profit,in_app,notifications,bug,low,resolved,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,61.43,0,neutral,3,0,android,EU
TCKT_007170,2024-02-27T15:42:48,CUST_07346,enterprise,web_form,notifications,feature_request,high,in_progress,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,api_client,EU
TCKT_007171,2022-03-06T00:57:58,CUST_03756,education,email,data_export,bug,low,resolved,gold,The data export feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,63.43,0,positive,0,0,api_client,NA
TCKT_007172,2025-11-15T17:08:20,CUST_03537,small_business,phone_transcript,analytics_dashboard,bug,low,open,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,desktop_app,EU
TCKT_007173,2025-10-02T22:55:09,CUST_07589,individual,web_form,data_export,billing_problem,urgent,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,Adjusted the invoice and issued a refund where applicable.,4.55,0,very_negative,2,0,web,EU
TCKT_007174,2025-11-04T18:07:17,CUST_07663,enterprise,phone_transcript,api_integration,performance,low,on_hold,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,web,APAC
TCKT_007175,2024-09-09T03:23:25,CUST_08309,individual,web_form,analytics_dashboard,security_concern,medium,closed_no_action,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,175.86,1,very_negative,1,1,desktop_app,LATAM
TCKT_007176,2022-06-20T12:47:15,CUST_05638,small_business,in_app,analytics_dashboard,performance,medium,in_progress,gold,Queries in the analytics dashboard module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,desktop_app,EU
TCKT_007177,2024-10-24T09:57:55,CUST_07081,education,email,login_auth,performance,high,resolved,standard,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,3.63,0,positive,0,1,desktop_app,MEA
TCKT_007178,2025-06-09T06:43:50,CUST_08709,education,chat,login_auth,bug,low,in_progress,gold,The login auth feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,android,EU
TCKT_007179,2023-12-28T05:35:34,CUST_03942,enterprise,phone_transcript,mobile_app,bug,medium,on_hold,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,web,LATAM
